animal_id;data_nasc;sexo;grupo;data_peso_anterior;peso_anterior;data_peso_atual;peso_atual
PT436065484;05-06-2025;M;MRUIVO19;;;;
PT436066554;30-04-2025;M;TROLHO16;;;;
PT436067563;16-02-2025;F;TROLHO91;;;;
PT436067568;17-02-2025;M;TROLHO17;;;;
PT436067587;19-02-2025;M;TROLHO17;;;;
PT436067605;15-02-2025;F;TROLHO89;;;;
PT436067624;01-03-2025;M;MRUIVO26;;;;
PT436067629;01-03-2025;F;MRUIVO13;;;;
PT436072611;01-03-2025;F;MRUIVO10;;;;
PT436072630;06-03-2025;M;MRUIVO18;;;;
PT436072635;10-03-2025;F;MRUIVO10;;;;
PT436072654;14-03-2025;M;MRUIVO18;;;;
PT436072659;17-03-2025;M;MRUIVO18;;;;
PT436072673;23-03-2025;F;MRUIVO10;;;;
PT436072678;24-03-2025;M;MRUIVO18;;;;
PT436072697;28-03-2025;M;MRUIVO18;;;;
PT436072710;20-04-2025;F;MRUIVO10;;;;
PT436072715;11-05-2025;M;MRUIVO18;;;;
PT436072734;19-05-2025;F;MRUIVO10;;;;
PT436072739;30-05-2025;M;MRUIVO18;;;;
PT436072753;03-06-2025;F;MRUIVO10;;;;
PT436078958;17-06-2025;M;MRUIVO23;;;;
PT436086033;15-03-2025;F;TROLHO91;;;;
PT436086052;15-03-2025;F;TROLHO91;;;;
PT436087929;29-05-2025;F;MRUIVO9;;;;
PT436088438;19-03-2025;F;MRUIVO10;;;;
PT436089263;21-04-2025;M;MRUIVO20;;;;
PT436094453;22-03-2025;M;TROLHO11;;;;
PT436094458;30-03-2025;M;TROLHO11;;;;
PT436095509;28-03-2025;F;TROLHO91;;;;
PT436095523;01-04-2025;F;TROLHO91;;;;
PT436095528;01-04-2025;M;TROLHO15;;;;
PT436095769;10-04-2025;M;MRUIVO20;;;;
PT436095820;13-03-2025;M;MRUIVO17;;;;
PT436098272;25-06-2025;M;MRUIVO19;;;;
PT436098296;28-06-2025;M;MRUIVO19;;;;
PT436098314;30-06-2025;M;MRUIVO19;;;;
PT436098338;12-07-2025;M;MRUIVO19;;;;
PT436098371;11-08-2025;M;ENF, TR FRISIOS;;;;
PT436098376;26-07-2025;M;ENF, TR FRISIOS;;;;
PT436098390;02-08-2025;F;MRUIVO10;;;;
PT436098659;07-04-2025;M;TROLHO9;;;;
PT436099229;28-05-2025;M;MRUIVO17;;;;
PT436100024;10-05-2025;M;MRUIVO22;;;;
PT436100029;06-05-2025;M;MRUIVO22;;;;
PT436104140;20-05-2025;F;SEM PARQUE;;;;
PT436108440;23-04-2025;M;TROLHO11;;;;
PT436109398;20-09-2025;M;MRUIVO21;;;;
PT436109751;23-06-2025;M;MRUIVO20;;;;
PT436110028;15-05-2025;F;TROLHO60;;;;
PT436123110;25-04-2025;M;MRUIVO20;;;;
PT436135316;24-07-2025;M;MRUIVO22;;;;
PT436136165;07-06-2025;F;MRUIVO13;;;;
PT436136486;31-05-2025;M;MRUIVO18;;;;
PT436138041;27-05-2025;M;MRUIVO15;;;;
PT436138046;18-06-2025;F;MRUIVO14;;;;
PT436140681;17-04-2025;M;MRUIVO18;;;;
PT436140686;18-04-2025;M;MRUIVO18;;;;
PT436140723;16-04-2025;M;MRUIVO18;;;;
PT436143095;21-04-2025;M;TROLHO9;;;;
PT436143311;17-08-2025;M;TROLHO9;;;;
PT436143316;17-08-2025;F;TROLHO89;;;;
PT436143330;19-08-2025;M;TROLHO9;;;;
PT436143335;19-08-2025;M;TROLHO9;;;;
PT436147413;02-07-2025;M;TROLHO13;;;;
PT436147418;03-07-2025;F;MRUIVO10;;;;
PT436147432;08-07-2025;M;TROLHO11;;;;
PT436147437;10-07-2025;F;TROLHO91;;;;
PT436171499;03-08-2025;F;MRUIVO9;;;;
PT436189098;30-07-2025;M;TROLHO13;;;;
PT524403481;31-01-2025;M;MRUIVO22;;;;
PT524590308;30-01-2025;F;MRUIVO10;;;;
PT524592741;22-08-2025;M;VITELEIRO TROLHO;;;;
PT533859217;24-03-2025;M;MRUIVO16;;;;
PT533930010;09-06-2025;M;MRUIVO26;;;;
PT534108111;15-03-2025;M;MRUIVO25;;;;
PT534108814;20-03-2025;F;MRUIVO14;;;;
PT534109002;12-11-2024;M;MRUIVO25;;;;
PT534364079;25-03-2025;M;MRUIVO16;;;;
PT534548974;25-02-2025;M;MRUIVO26;;;;
PT534548979;17-03-2025;F;MRUIVO13;;;;
PT534827994;27-02-2025;M;MRUIVO19;;;;
PT534854204;07-08-2025;M;ENF, TR FRISIOS;;;;
PT534854209;26-07-2025;M;ENF, TR FRISIOS;;;;
PT534867075;13-06-2025;M;MRUIVO19;;;;
PT534959688;01-03-2024;M;SEM PARQUE;;;;
PT535015635;10-06-2024;F;SEM PARQUE;;;;
PT535025870;15-03-2025;M;MRUIVO26;;;;
PT535069657;22-04-2025;F;TROLHO60;;;;
PT535088103;23-10-2024;M;TROLHO14;;;;
PT535088108;25-10-2024;M;TROLHO14;;;;
PT535227613;18-12-2024;M;MRUIVO22;;;;
PT535277231;25-10-2024;M;TROLHO10;;;;
PT535277236;27-10-2024;M;TROLHO10;;;;
PT535279377;06-01-2025;M;TROLHO10;;;;
PT535279513;28-10-2024;F;TROLHO81;;;;
PT535279518;06-11-2024;M;TROLHO14;;;;
PT535279532;21-11-2024;M;TROLHO14;;;;
PT535279537;21-11-2024;M;TROLHO14;;;;
PT535279551;18-10-2024;F;TROLHO81;;;;
PT535279556;05-11-2024;M;TROLHO2;;;;
PT535279570;06-11-2024;F;TROLHO81;;;;
PT535279575;16-11-2024;F;TROLHO79;;;;
PT535284369;31-05-2025;F;MRUIVO9;;;;
PT535289654;05-03-2025;M;MRUIVO21;;;;
PT535292260;02-02-2025;M;MRUIVO18;;;;
PT535292265;15-02-2025;M;MRUIVO18;;;;
PT535302778;15-03-2025;F;MRUIVO9;;;;
PT535304951;31-12-2024;M;TROLHO16;;;;
PT535311409;03-04-2025;F;MRUIVO12;;;;
PT535321168;05-08-2025;M;ENF, TR FRISIOS;;;;
PT535321224;03-07-2025;F;MRUIVO10;;;;
PT535325949;15-07-2025;M;ENF, TR FRISIOS;;;;
PT535325968;06-08-2025;M;ENF, TR FRISIOS;;;;
PT535325982;19-08-2025;M;ENF, TR FRISIOS;;;;
PT535344834;30-07-2025;M;ENF, TR FRISIOS;;;;
PT535344858;14-08-2025;M;ENF, TR FRISIOS;;;;
PT535344872;24-08-2025;M;ENF, TR FRISIOS;;;;
PT535350590;08-06-2025;M;MRUIVO19;;;;
PT535350670;21-06-2025;M;MRUIVO19;;;;
PT535569565;01-05-2025;F;TROLHO75_76;;;;
PT535569848;30-01-2025;M;TROLHO9;;;;
PT535570073;16-01-2025;F;MRUIVO14;;;;
PT535571860;03-01-2025;F;TROLHO91;;;;
PT535575844;17-11-2024;M;TROLHO14;;;;
PT535595262;26-03-2025;F;TROLHO89;;;;
PT535595267;04-04-2025;M;MRUIVO20;;;;
PT535596035;20-10-2024;M;TROLHO1;;;;
PT535603337;11-09-2024;M;TROLHO24;;;;
PT535619272;20-05-2025;M;MRUIVO15;;;;
PT535639114;18-02-2025;M;MRUIVO21;;;;
PT535640486;11-08-2024;M;TROLHO13;;;;
PT535647591;30-12-2024;M;TROLHO24;;;;
PT535647596;31-12-2024;M;TROLHO24;;;;
PT535647619;06-05-2025;M;TROLHO22;;;;
PT535654223;15-03-2025;M;TROLHO18;;;;
PT535654228;16-03-2025;M;TROLHO18;;;;
PT535655718;25-01-2025;F;TROLHO90;;;;
PT535658400;14-07-2025;M;MRUIVO19;;;;
PT535658405;18-08-2025;M;ENF, TR FRISIOS;;;;
PT535661912;20-01-2025;F;MRUIVO13;;;;
PT535662761;31-03-2025;F;MRUIVO12;;;;
PT535662785;20-04-2025;F;MRUIVO12;;;;
PT535662827;25-01-2025;F;MRUIVO12;;;;
PT535662907;09-08-2024;F;SEM PARQUE;;;;
PT535663195;12-07-2025;F;MRUIVO9;;;;
PT535684188;16-09-2024;M;TROLHO1;;;;
PT535685890;16-11-2024;F;TROLHO91;;;;
PT535685895;16-11-2024;F;TROLHO91;;;;
PT535686040;11-03-2025;M;TROLHO13;;;;
PT535686149;26-12-2024;M;TROLHO13;;;;
PT535686408;22-01-2025;M;MRUIVO23;;;;
PT535688346;24-04-2025;M;MRUIVO22;;;;
PT535702450;14-05-2025;M;MRUIVO19;;;;
PT535702493;08-06-2025;F;MRUIVO10;;;;
PT535702771;03-04-2025;M;MRUIVO15;;;;
PT535702776;11-04-2025;F;MRUIVO14;;;;
PT535702790;15-05-2025;M;MRUIVO15;;;;
PT535702795;18-05-2025;F;MRUIVO14;;;;
PT535707301;18-10-2024;F;MRUIVO13;;;;
PT535707320;29-12-2024;M;MRUIVO22;;;;
PT535707325;13-12-2024;F;MRUIVO13;;;;
PT535707344;06-05-2025;M;MRUIVO22;;;;
PT535708013;07-01-2025;F;TROLHO79;;;;
PT535708032;30-01-2025;M;TROLHO2;;;;
PT535708513;05-12-2024;M;TROLHO2;;;;
PT535712091;09-12-2024;M;TROLHO24;;;;
PT535727781;04-11-2024;M;TROLHO24;;;;
PT535727804;20-12-2024;M;TROLHO24;;;;
PT535727908;04-11-2024;M;TROLHO24;;;;
PT535727941;15-01-2025;M;TROLHO24;;;;
PT535732810;28-03-2025;F;TROLHO60;;;;
PT535736394;09-11-2024;F;TROLHO91;;;;
PT535736597;28-12-2024;M;TROLHO16;;;;
PT535748359;24-11-2024;M;TROLHO13;;;;
PT535748373;30-12-2024;M;TROLHO13;;;;
PT535749660;15-01-2025;F;TROLHO89;;;;
PT535753389;26-12-2024;F;TROLHO60;;;;
PT535753402;15-04-2025;F;TROLHO60;;;;
PT535761983;16-12-2024;M;MRUIVO26;;;;
PT535764311;15-01-2025;F;TROLHO90;;;;
PT535764330;12-02-2025;M;TROLHO14;;;;
PT535764972;28-04-2025;M;MRUIVO20;;;;
PT535765122;26-02-2025;F;TROLHO90;;;;
PT535778011;01-03-2025;F;MRUIVO14;;;;
PT535778097;17-03-2025;M;MRUIVO25;;;;
PT535892446;16-05-2025;F;MRUIVO10;;;;
PT535906792;29-12-2024;M;TROLHO18;;;;
PT535906797;17-01-2025;M;TROLHO18;;;;
PT535909163;06-02-2025;M;MRUIVO20;;;;
PT535909168;10-04-2025;M;MRUIVO20;;;;
PT535909569;26-07-2025;M;ENF, TR FRISIOS;;;;
PT535911383;20-02-2025;M;MRUIVO16;;;;
PT535911982;23-01-2025;M;TROLHO11;;;;
PT535911987;28-01-2025;M;TROLHO11;;;;
PT535912255;13-02-2025;M;MRUIVO16;;;;
PT535912274;31-03-2025;M;MRUIVO21;;;;
PT535912293;16-02-2025;M;MRUIVO21;;;;
PT535915041;01-11-2025;M;MRUIVO23;;;;
PT535917342;04-04-2025;M;TROLHO16;;;;
PT535925687;31-12-2024;F;TROLHO79;;;;
PT535928619;04-12-2024;F;TROLHO79;;;;
PT535928633;10-12-2024;M;TROLHO14;;;;
PT535928638;17-12-2024;M;TROLHO14;;;;
PT535928652;06-01-2025;F;TROLHO79;;;;
PT535928657;06-01-2025;F;TROLHO79;;;;
PT535928671;14-11-2024;F;TROLHO79;;;;
PT535928676;19-11-2024;M;TROLHO10;;;;
PT535928690;10-12-2024;M;TROLHO10;;;;
PT535928695;17-12-2024;M;TROLHO17;;;;
PT535928713;01-01-2025;M;TROLHO18;;;;
PT535928718;01-01-2025;M;TROLHO8;;;;
PT535928732;05-11-2024;F;TROLHO81;;;;
PT535928737;11-11-2024;F;TROLHO81;;;;
PT535928751;17-11-2024;M;TROLHO16;;;;
PT535928756;26-11-2024;F;TROLHO79;;;;
PT535928770;05-11-2024;M;TROLHO10;;;;
PT535928775;11-11-2024;F;TROLHO90;;;;
PT535928794;22-11-2024;M;TROLHO10;;;;
PT535928799;25-11-2024;M;TROLHO10;;;;
PT535928812;01-01-2025;M;TROLHO19;;;;
PT535928817;01-01-2025;M;TROLHO10;;;;
PT535929284;14-01-2025;M;TROLHO16;;;;
PT535929289;14-01-2025;F;TROLHO79;;;;
PT535929302;26-02-2025;M;TROLHO16;;;;
PT535929864;10-03-2025;M;MRUIVO22;;;;
PT535929869;06-03-2025;M;MRUIVO22;;;;
PT535931701;20-11-2024;F;TROLHO89;;;;
PT535931706;15-02-2025;M;TROLHO9;;;;
PT535938595;28-12-2024;F;TROLHO91;;;;
PT535939740;09-02-2025;F;TROLHO90;;;;
PT535948230;19-03-2025;F;MRUIVO12;;;;
PT535948235;16-03-2025;M;MRUIVO21;;;;
PT535949206;26-02-2025;F;MRUIVO12;;;;
PT535949287;29-03-2025;M;MRUIVO21;;;;
PT535949664;30-03-2025;F;MRUIVO12;;;;
PT535949725;11-03-2025;F;TROLHO91;;;;
PT535955585;12-03-2025;M;MRUIVO17;;;;
PT535955603;03-02-2025;M;TROLHO16;;;;
PT535955608;14-02-2025;F;TROLHO90;;;;
PT535956254;15-01-2025;F;MRUIVO14;;;;
PT535956278;02-04-2025;F;MRUIVO14;;;;
PT535956292;12-04-2025;M;MRUIVO17;;;;
PT535959262;25-02-2025;F;MRUIVO13;;;;
PT535959267;14-03-2025;M;MRUIVO26;;;;
PT535959286;04-04-2025;F;MRUIVO13;;;;
PT535959304;01-07-2025;M;MRUIVO26;;;;
PT535960176;02-03-2025;M;MRUIVO15;;;;
PT535971103;18-02-2025;M;MRUIVO21;;;;
PT535971108;27-02-2025;F;MRUIVO12;;;;
PT535971462;26-01-2025;M;MRUIVO16;;;;
PT535971622;24-04-2025;M;MRUIVO16;;;;
PT535974258;15-03-2025;F;MRUIVO10;;;;
PT535974772;26-02-2025;F;MRUIVO9;;;;
PT535974833;26-04-2025;M;MRUIVO20;;;;
PT535977501;06-01-2025;M;TROLHO10;;;;
PT535977506;06-01-2025;F;TROLHO75_76;;;;
PT535977520;07-02-2025;M;TROLHO8;;;;
PT535977525;29-01-2025;F;TROLHO90;;;;
PT535977549;06-02-2025;F;TROLHO90;;;;
PT535977563;14-02-2025;M;TROLHO19;;;;
PT535977568;04-01-2025;M;TROLHO19;;;;
PT535977582;30-01-2025;F;TROLHO90;;;;
PT535978218;09-03-2025;F;MRUIVO10;;;;
PT535978393;14-01-2025;M;TROLHO10;;;;
PT535978398;07-02-2025;M;TROLHO19;;;;
PT535978411;31-01-2025;F;TROLHO60;;;;
PT535978416;20-02-2025;F;SEM PARQUE;;;;
PT535978435;08-04-2025;F;TROLHO89;;;;
PT535978473;17-02-2025;M;TROLHO2;;;;
PT535978478;20-02-2025;M;SEM PARQUE;;;;
PT535978492;08-04-2025;M;TROLHO18;;;;
PT535978497;30-04-2025;F;TROLHO79;;;;
PT535982734;10-05-2025;M;MRUIVO17;;;;
PT535982791;04-03-2025;M;MRUIVO21;;;;
PT535982814;21-03-2025;F;MRUIVO10;;;;
PT535982819;24-04-2025;F;MRUIVO10;;;;
PT535983026;17-04-2025;M;MRUIVO17;;;;
PT535983644;03-02-2025;M;TROLHO14;;;;
PT535983649;17-02-2025;M;TROLHO16;;;;
PT535983663;10-04-2025;M;TROLHO18;;;;
PT535983729;20-02-2025;M;TROLHO2;;;;
PT535983748;27-03-2025;F;TROLHO90;;;;
PT535983762;08-04-2025;F;TROLHO60;;;;
PT535983767;08-04-2025;M;MRUIVO17;;;;
PT535983842;20-02-2025;M;TROLHO18;;;;
PT535983847;20-02-2025;M;TROLHO2;;;;
PT535983861;05-03-2025;F;TROLHO60;;;;
PT535983866;05-03-2025;M;TROLHO2;;;;
PT535983927;06-03-2025;F;TROLHO60;;;;
PT535983941;08-04-2025;F;TROLHO89;;;;
PT535984092;07-04-2025;F;TROLHO60;;;;
PT535984097;07-04-2025;M;TROLHO8;;;;
PT535984894;23-04-2025;M;TROLHO18;;;;
PT535984899;13-05-2025;M;TROLHO18;;;;
PT535984912;10-07-2025;M;MRUIVO23;;;;
PT535984931;25-08-2025;M;MRUIVO23;;;;
PT535989387;30-12-2024;M;TROLHO13;;;;
PT535989868;25-04-2025;F;MRUIVO12;;;;
PT535989905;21-03-2025;F;TROLHO89;;;;
PT535989929;14-04-2025;F;MRUIVO14;;;;
PT535990499;23-02-2025;M;TROLHO17;;;;
PT535990517;30-04-2025;F;ENFERMARIA TR;;;;
PT535990791;22-01-2025;F;MRUIVO10;;;;
PT535990796;22-02-2025;F;MRUIVO10;;;;
PT536018142;15-06-2025;M;MRUIVO21;;;;
PT536019576;08-02-2025;M;MRUIVO16;;;;
PT536021951;15-04-2025;F;MRUIVO10;;;;
PT536021956;20-04-2025;F;MRUIVO10;;;;
PT536023719;03-05-2025;M;MRUIVO22;;;;
PT536025039;12-05-2025;F;MRUIVO14;;;;
PT536028122;18-06-2025;F;TROLHO89;;;;
PT536032662;27-03-2025;F;MRUIVO14;;;;
PT536034468;25-07-2025;M;ENF, TR FRISIOS;;;;
PT536034482;02-08-2025;M;ENF, TR FRISIOS;;;;
PT536040648;09-07-2025;M;MRUIVO16;;;;
PT536040728;21-03-2025;M;MRUIVO16;;;;
PT536040742;29-04-2025;M;MRUIVO20;;;;
PT536042043;06-03-2025;M;MRUIVO20;;;;
PT536042104;15-06-2025;M;MRUIVO15;;;;
PT536042703;22-04-2025;F;MRUIVO9;;;;
PT536043514;27-03-2025;F;MRUIVO12;;;;
PT536043699;07-04-2025;M;MRUIVO20;;;;
PT536044202;16-06-2025;M;MRUIVO15;;;;
PT536044207;18-06-2025;M;MRUIVO15;;;;
PT536044269;04-04-2025;F;MRUIVO12;;;;
PT536044320;02-04-2025;F;MRUIVO12;;;;
PT536044349;07-04-2025;M;MRUIVO16;;;;
PT536050963;18-02-2025;F;SEM PARQUE;;;;
PT536050987;29-04-2025;M;MRUIVO26;;;;
PT536051113;03-05-2025;M;MRUIVO15;;;;
PT536051118;12-05-2025;F;MRUIVO14;;;;
PT536052943;23-04-2025;F;MRUIVO13;;;;
PT536052948;11-05-2025;M;MRUIVO26;;;;
PT536055390;14-05-2025;M;TROLHO18;;;;
PT536055395;02-05-2025;F;TROLHO60;;;;
PT536062824;23-02-2025;M;MRUIVO22;;;;
PT536064620;21-03-2025;F;MRUIVO10;;;;
PT536064625;22-03-2025;M;MRUIVO18;;;;
PT536065479;01-06-2025;F;MRUIVO10;;;;
PT536066549;30-04-2025;M;TROLHO16;;;;
PT536067577;18-02-2025;M;TROLHO17;;;;
PT536067591;20-02-2025;F;TROLHO91;;;;
PT536067619;15-02-2025;M;MRUIVO17;;;;
PT536072620;05-03-2025;F;MRUIVO10;;;;
PT536072625;05-03-2025;M;MRUIVO18;;;;
PT536072644;12-03-2025;M;MRUIVO18;;;;
PT536072649;13-03-2025;F;MRUIVO10;;;;
PT536072663;18-03-2025;M;MRUIVO18;;;;
PT536072668;19-03-2025;M;MRUIVO18;;;;
PT536072682;24-03-2025;M;MRUIVO18;;;;
PT536072687;25-03-2025;M;MRUIVO18;;;;
PT536072700;30-03-2025;M;MRUIVO18;;;;
PT536072705;18-04-2025;M;MRUIVO18;;;;
PT536072724;14-05-2025;F;MRUIVO10;;;;
PT536072729;17-05-2025;M;MRUIVO18;;;;
PT536072743;01-06-2025;F;MRUIVO10;;;;
PT536072748;02-06-2025;F;MRUIVO10;;;;
PT536072767;08-06-2025;M;MRUIVO18;;;;
PT536085199;21-06-2025;F;TROLHO75_76;;;;
PT536085373;22-04-2025;M;TROLHO15;;;;
PT536085557;11-04-2025;M;MRUIVO26;;;;
PT536086028;15-03-2025;F;TROLHO91;;;;
PT536086047;15-03-2025;F;TROLHO91;;;;
PT536087933;30-05-2025;F;MRUIVO9;;;;
PT536089819;16-05-2025;F;MRUIVO10;;;;
PT536089833;16-05-2025;F;MRUIVO10;;;;
PT536094382;28-04-2025;F;MRUIVO12;;;;
PT536094387;25-05-2025;M;MRUIVO16;;;;
PT536094467;14-03-2025;M;TROLHO13;;;;
PT536095513;29-03-2025;M;MRUIVO17;;;;
PT536095532;03-04-2025;F;TROLHO60;;;;
PT536095575;07-04-2025;F;MRUIVO12;;;;
PT536095773;01-05-2025;F;MRUIVO9;;;;
PT536098205;03-08-2025;M;ENF, TR FRISIOS;;;;
PT536098286;28-06-2025;F;MRUIVO10;;;;
PT536098323;07-07-2025;F;MRUIVO10;;;;
PT536098342;13-07-2025;M;MRUIVO19;;;;
PT536098380;26-07-2025;F;MRUIVO10;;;;
PT536098385;31-07-2025;M;ENF, TR FRISIOS;;;;
PT536098663;01-04-2025;M;TROLHO9;;;;
PT536098668;01-04-2025;M;TROLHO9;;;;
PT536099219;28-05-2025;F;MRUIVO13;;;;
PT536099271;03-05-2025;M;MRUIVO17;;;;
PT536099276;14-05-2025;M;MRUIVO17;;;;
PT536100019;07-05-2025;M;MRUIVO22;;;;
PT536104130;07-05-2025;M;MRUIVO26;;;;
PT536104135;09-05-2025;M;TROLHO18;;;;
PT536108459;23-04-2025;F;TROLHO60;;;;
PT536108492;05-05-2025;M;TROLHO11;;;;
PT536108515;16-09-2025;M;MRUIVO21;;;;
PT536108671;16-09-2025;M;MRUIVO16;;;;
PT536110032;15-05-2025;F;TROLHO60;;;;
PT536123209;14-05-2025;F;MRUIVO12;;;;
PT536123860;12-05-2025;F;MRUIVO12;;;;
PT536127184;05-05-2025;F;MRUIVO12;;;;
PT536127207;24-05-2025;M;MRUIVO21;;;;
PT536135301;24-07-2025;F;TROLHO60;;;;
PT536135306;24-07-2025;F;TROLHO89;;;;
PT536135320;24-07-2025;F;MRUIVO12;;;;
PT536140676;17-04-2025;F;MRUIVO10;;;;
PT536140737;18-04-2025;M;MRUIVO18;;;;
PT536141741;23-07-2025;M;MRUIVO26;;;;
PT536143320;18-08-2025;M;TROLHO9;;;;
PT536143325;18-08-2025;M;TROLHO13;;;;
PT536147403;28-06-2025;M;TROLHO13;;;;
PT536147408;30-06-2025;M;TROLHO13;;;;
PT536147441;10-07-2025;M;TROLHO13;;;;
PT536147606;16-07-2025;F;MRUIVO12;;;;
PT536147620;12-06-2025;M;MRUIVO15;;;;
PT624778758;12-08-2025;M;ENF, TR FRISIOS;;;;
PT633930000;13-04-2025;F;MRUIVO13;;;;
PT633930005;17-04-2025;M;MRUIVO26;;;;
PT634364045;15-02-2025;F;MRUIVO12;;;;
PT634364083;27-03-2025;M;MRUIVO16;;;;
PT634593438;01-05-2024;F;MRUIVO12;;;;
PT634616113;22-10-2024;F;TROLHO90;;;;
PT634807481;31-07-2025;M;ENF, TR FRISIOS;;;;
PT634853100;21-11-2024;M;TROLHO1;;;;
PT634878394;17-06-2025;F;MRUIVO10;;;;
PT634878399;29-06-2025;M;MRUIVO19;;;;
PT634891324;21-07-2025;M;ENF, TR FRISIOS;;;;
PT635016271;25-12-2024;F;TROLHO90;;;;
PT635016276;02-01-2025;F;TROLHO90;;;;
PT635045368;25-12-2024;M;TROLHO13;;;;
PT635088094;14-10-2024;M;TROLHO14;;;;
PT635088099;21-10-2024;M;TROLHO14;;;;
PT635088112;27-10-2024;M;TROLHO14;;;;
PT635106786;29-04-2025;M;MRUIVO25;;;;
PT635108100;20-03-2025;M;MRUIVO25;;;;
PT635153599;29-03-2025;F;MRUIVO14;;;;
PT635178707;30-12-2024;F;MRUIVO14;;;;
PT635216879;04-04-2024;M;SEM PARQUE;;;;
PT635229263;05-03-2025;M;MRUIVO18;;;;
PT635229546;19-05-2025;F;MRUIVO9;;;;
PT635248832;31-01-2025;F;MRUIVO13;;;;
PT635259364;22-01-2025;M;TROLHO11;;;;
PT635277240;30-10-2024;M;TROLHO10;;;;
PT635277245;05-11-2024;M;TROLHO10;;;;
PT635279409;17-01-2025;F;TROLHO79;;;;
PT635279508;24-10-2024;F;TROLHO81;;;;
PT635279522;06-11-2024;F;TROLHO81;;;;
PT635279527;12-11-2024;M;CURRAL UNI;;;;
PT635279560;11-11-2024;M;SEM PARQUE;;;;
PT635279565;28-10-2024;M;TROLHO10;;;;
PT635279584;12-11-2024;M;TROLHO10;;;;
PT635317392;14-06-2025;F;MRUIVO10;;;;
PT635320743;27-05-2025;M;MRUIVO19;;;;
PT635321134;23-07-2025;F;MRUIVO10;;;;
PT635321139;06-08-2025;M;ENF, TR FRISIOS;;;;
PT635325793;27-06-2025;M;MRUIVO19;;;;
PT635325972;10-08-2025;M;ENF, TR FRISIOS;;;;
PT635344787;29-06-2025;F;MRUIVO10;;;;
PT635344824;21-07-2025;M;ENF, TR FRISIOS;;;;
PT635344867;22-08-2025;M;ENF, TR FRISIOS;;;;
PT635384561;16-08-2025;F;MRUIVO10;;;;
PT635388163;01-08-2025;F;MRUIVO10;;;;
PT635569098;10-03-2025;M;MRUIVO21;;;;
PT635569550;24-11-2024;M;TROLHO20;;;;
PT635569555;24-11-2024;M;TROLHO20;;;;
PT635571855;24-12-2024;F;TROLHO91;;;;
PT635575810;26-03-2024;F;TROLHO80;;;;
PT635603827;13-03-2025;F;MRUIVO12;;;;
PT635625404;01-11-2024;F;TROLHO90;;;;
PT635626555;28-02-2025;F;MRUIVO13;;;;
PT635647604;28-03-2025;M;TROLHO24;;;;
PT635647623;07-05-2025;M;MRUIVO26;;;;
PT635647628;08-05-2025;F;TROLHO60;;;;
PT635651361;11-03-2025;M;MRUIVO16;;;;
PT635651366;18-04-2025;M;MRUIVO16;;;;
PT635654218;15-03-2025;F;TROLHO89;;;;
PT635654232;16-03-2025;F;TROLHO89;;;;
PT635655722;27-01-2025;F;TROLHO90;;;;
PT635655727;03-02-2025;M;TROLHO14;;;;
PT635662831;04-03-2025;F;MRUIVO12;;;;
PT635663185;18-04-2025;M;MRUIVO16;;;;
PT635664113;15-11-2024;M;TROLHO9;;;;
PT635664118;15-11-2024;M;TROLHO8;;;;
PT635684210;05-11-2024;M;TROLHO1;;;;
PT635685984;23-03-2025;M;TROLHO13;;;;
PT635686153;27-12-2024;F;TROLHO91;;;;
PT635686257;24-12-2024;M;TROLHO13;;;;
PT635686399;20-11-2024;F;MRUIVO10;;;;
PT635702728;30-01-2025;F;MRUIVO14;;;;
PT635702766;29-03-2025;F;MRUIVO14;;;;
PT635702780;18-04-2025;M;MRUIVO15;;;;
PT635702785;28-04-2025;M;MRUIVO15;;;;
PT635707315;06-12-2024;M;MRUIVO22;;;;
PT635707334;13-01-2025;F;MRUIVO13;;;;
PT635707339;18-01-2025;M;MRUIVO22;;;;
PT635707995;10-12-2024;F;TROLHO79;;;;
PT635708003;01-01-2025;F;TROLHO79;;;;
PT635708008;01-01-2025;F;TROLHO79;;;;
PT635708022;24-01-2025;M;TROLHO2;;;;
PT635708503;25-11-2024;M;TROLHO18;;;;
PT635708522;09-12-2024;F;TROLHO90;;;;
PT635708527;09-12-2024;M;TROLHO12;;;;
PT635708541;02-01-2025;M;TROLHO12;;;;
PT635708848;08-03-2025;M;MRUIVO22;;;;
PT635712086;30-11-2024;M;TROLHO24;;;;
PT635727856;04-10-2024;M;TROLHO24;;;;
PT635727917;22-11-2024;F;TROLHO91;;;;
PT635727931;24-12-2024;M;TROLHO24;;;;
PT635729350;29-12-2024;M;TROLHO16;;;;
PT635729355;05-02-2025;M;TROLHO14;;;;
PT635736600;15-01-2025;M;TROLHO14;;;;
PT635745492;10-02-2025;M;MRUIVO25;;;;
PT635749655;31-12-2024;F;TROLHO89;;;;
PT635749674;28-04-2025;F;TROLHO89;;;;
PT635753393;17-01-2025;M;TROLHO13;;;;
PT635753398;24-03-2025;F;TROLHO60;;;;
PT635761973;16-11-2024;M;MRUIVO26;;;;
PT635761978;17-11-2024;F;MRUIVO13;;;;
PT635764320;12-02-2025;F;TROLHO90;;;;
PT635764325;12-02-2025;M;TROLHO14;;;;
PT635764962;23-04-2025;F;MRUIVO9;;;;
PT635765112;15-01-2025;F;TROLHO60;;;;
PT635765372;30-04-2025;M;MRUIVO20;;;;
PT635767050;14-04-2025;M;TROLHO9;;;;
